best,alternative,automatic
LicenseRef-scancode-quickfix-1.0,quickfix-1.0,true
LicenseRef-scancode-quickfix-1.0,scancode:quickfix-1.0,true
LicenseRef-scancode-quickfix-1.0,"The QuickFIX Software License, Version 1.0",true
LicenseRef-scancode-quickfix-1.0,"scancode:The QuickFIX Software License, Version 1.0",true
LicenseRef-scancode-qualcomm-turing,scancode:LicenseRef-scancode-qualcomm-turing,true
LicenseRef-scancode-qualcomm-turing,spdx:LicenseRef-scancode-qualcomm-turing,true
LicenseRef-scancode-qualcomm-turing,Qualcomm Turing License,true
LicenseRef-scancode-qualcomm-turing,metaeffekt:Qualcomm Turing License,true
LicenseRef-scancode-qualcomm-turing,scancode:Qualcomm Turing License,true
LicenseRef-scancode-qualcomm-turing,qualcomm-turing,true
LicenseRef-scancode-qualcomm-turing,metaeffekt:Qualcomm-Turing,true
LicenseRef-scancode-qualcomm-turing,scancode:qualcomm-turing,true
LicenseRef-scancode-qualcomm-turing,Qualcomm,false
LicenseRef-scancode-qualcomm-iso,scancode:LicenseRef-scancode-qualcomm-iso,true
LicenseRef-scancode-qualcomm-iso,spdx:LicenseRef-scancode-qualcomm-iso,true
LicenseRef-scancode-qualcomm-iso,Qualcomm ISO/IEC MPEG-B DASH License,true
LicenseRef-scancode-qualcomm-iso,metaeffekt:Qualcomm ISO/IEC MPEG-B DASH License,true
LicenseRef-scancode-qualcomm-iso,scancode:Qualcomm ISO/IEC MPEG-B DASH License,true
LicenseRef-scancode-qualcomm-iso,qualcomm-iso,true
LicenseRef-scancode-qualcomm-iso,metaeffekt:Qualcomm-ISO,true
LicenseRef-scancode-qualcomm-iso,scancode:qualcomm-iso,true
LicenseRef-scancode-qti-linux-firmware,scancode:LicenseRef-scancode-qti-linux-firmware,true
LicenseRef-scancode-qti-linux-firmware,spdx:LicenseRef-scancode-qti-linux-firmware,true
LicenseRef-scancode-qti-linux-firmware,QTI Linux Firmware,true
LicenseRef-scancode-qti-linux-firmware,metaeffekt:QTI Linux Firmware,true
LicenseRef-scancode-qti-linux-firmware,scancode:QTI Linux Firmware,true
LicenseRef-scancode-qti-linux-firmware,qti-linux-firmware,true
LicenseRef-scancode-qti-linux-firmware,metaeffekt:QTI-Linux-Firmware,true
LicenseRef-scancode-qti-linux-firmware,scancode:qti-linux-firmware,true
LicenseRef-scancode-qt-qca-exception-2.0,scancode:LicenseRef-scancode-qt-qca-exception-2.0,true
LicenseRef-scancode-qt-qca-exception-2.0,spdx:LicenseRef-scancode-qt-qca-exception-2.0,true
LicenseRef-scancode-qt-qca-exception-2.0,Qt-QCA exception to GPL 2.0,true
LicenseRef-scancode-qt-qca-exception-2.0,scancode:Qt-QCA exception to GPL 2.0,true
LicenseRef-scancode-qt-qca-exception-2.0,qt-qca-exception-2.0,true
LicenseRef-scancode-qt-qca-exception-2.0,scancode:qt-qca-exception-2.0,true
lgpl-2.1-nokia-qt-1.1,scancode:lgpl-2.1-nokia-qt-1.1,true
lgpl-2.1-nokia-qt-1.1,Nokia Qt Exception to LGPL 2.1,true
lgpl-2.1-nokia-qt-1.1,Nokia Qt LGPL Exception 1.1,true
lgpl-2.1-nokia-qt-1.1,spdx:Nokia Qt LGPL exception 1.1,true
lgpl-2.1-nokia-qt-1.1,Nokia Qt LGPL Exception v1.1,true
lgpl-2.1-nokia-qt-1.1,nokia-qt-exception-1.1,true
lgpl-2.1-nokia-qt-1.1,fossology:Nokia-Qt-exception-1.1,true
lgpl-2.1-nokia-qt-1.1,scancode:nokia-qt-exception-1.1,true
lgpl-2.1-nokia-qt-1.1,spdx:Nokia-Qt-exception-1.1,true
lgpl-2.1-nokia-qt-1.1,Qt Company Exception 1.1 (LGPL-2.1+),true
lgpl-2.1-nokia-qt-1.1,metaeffekt:Qt Company Exception 1.1 (LGPL-2.1+),true
lgpl-2.1-nokia-qt-1.1,Qt LGPL exception 1.1,true
lgpl-2.1-nokia-qt-1.1,spdx:Qt LGPL exception 1.1,true
lgpl-2.1-nokia-qt-1.1,Qt-Company-Exception-1.1-LGPL-2.1+,true
lgpl-2.1-nokia-qt-1.1,metaeffekt:Qt-Company-Exception-1.1-LGPL-2.1+,true
lgpl-2.1-nokia-qt-1.1,qt-lgpl-exception-1.1,true
lgpl-2.1-nokia-qt-1.1,fossology:Qt-LGPL-exception-1.1,true
lgpl-2.1-nokia-qt-1.1,scancode:qt-lgpl-exception-1.1,true
lgpl-2.1-nokia-qt-1.1,spdx:Qt-LGPL-exception-1.1,true
lgpl-2.1-nokia-qt-1.1,Nokia Qt exception 1.1,false
lgpl-2.1-nokia-qt-1.1,"Nokia Qt exception, Version 1.1",false
lgpl-2.1-nokia-qt-1.1,Nokia Qt LGPL Exception version 1.1,false
lgpl-2.1-nokia-qt-1.1,"Nokia-Qt-exception, 1.1",false
lgpl-2.1-nokia-qt-1.1,"Nokia-Qt-exception, Version 1.1",false
lgpl-2.1-nokia-qt-1.1,Qt Company Exception,false
LicenseRef-scancode-qt-kde-linking-exception,scancode:LicenseRef-scancode-qt-kde-linking-exception,true
LicenseRef-scancode-qt-kde-linking-exception,spdx:LicenseRef-scancode-qt-kde-linking-exception,true
LicenseRef-scancode-qt-kde-linking-exception,Qt Linking Exception to GPL 2.0 or later,true
LicenseRef-scancode-qt-kde-linking-exception,scancode:Qt Linking Exception to GPL 2.0 or later,true
LicenseRef-scancode-qt-kde-linking-exception,qt-kde-linking-exception,true
LicenseRef-scancode-qt-kde-linking-exception,scancode:qt-kde-linking-exception,true
Qt Company Exception 1.0 (GPL),metaeffekt:Qt Company Exception 1.0 (GPL),true
Qt Company Exception 1.0 (GPL),Qt GPL exception 1.0,true
Qt Company Exception 1.0 (GPL),spdx:Qt GPL exception 1.0,true
Qt Company Exception 1.0 (GPL),Qt-Exception-1.0-GPL,true
Qt Company Exception 1.0 (GPL),metaeffekt:Qt-Exception-1.0-GPL,true
Qt Company Exception 1.0 (GPL),qt-gpl-exception-1.0,true
Qt Company Exception 1.0 (GPL),fossology:Qt-GPL-exception-1.0,true
Qt Company Exception 1.0 (GPL),scancode:qt-gpl-exception-1.0,true
Qt Company Exception 1.0 (GPL),spdx:Qt-GPL-exception-1.0,true
Qt Company Exception 1.0 (GPL),Qt Company Exception,false
Qt Company Exception 1.0 (GPL),Qt Company GPL Exception 1.0,false
Qt Company Exception 1.0 (GPL),Qt-GPL-exception,false
LicenseRef-scancode-qt-commercial-1.1,scancode:LicenseRef-scancode-qt-commercial-1.1,true
LicenseRef-scancode-qt-commercial-1.1,spdx:LicenseRef-scancode-qt-commercial-1.1,true
LicenseRef-scancode-qt-commercial-1.1,Qt Commercial License v1.1,true
LicenseRef-scancode-qt-commercial-1.1,scancode:Qt Commercial License v1.1,true
LicenseRef-scancode-qt-commercial-1.1,Qt for Application Development License Agreement v1.1,true
LicenseRef-scancode-qt-commercial-1.1,scancode:Qt for Application Development License Agreement v1.1,true
LicenseRef-scancode-qt-commercial-1.1,qt-commercial-1.1,true
LicenseRef-scancode-qt-commercial-1.1,scancode:qt-commercial-1.1,true
LicenseRef-scancode-qskinny-exception-lgpl-2.1,scancode:LicenseRef-scancode-qskinny-exception-lgpl-2.1,true
LicenseRef-scancode-qskinny-exception-lgpl-2.1,spdx:LicenseRef-scancode-qskinny-exception-lgpl-2.1,true
LicenseRef-scancode-qskinny-exception-lgpl-2.1,QSkinny Exception to LGPL 2.1,true
LicenseRef-scancode-qskinny-exception-lgpl-2.1,scancode:QSkinny Exception to LGPL 2.1,true
LicenseRef-scancode-qskinny-exception-lgpl-2.1,qskinny-exception-lgpl-2.1,true
LicenseRef-scancode-qskinny-exception-lgpl-2.1,scancode:qskinny-exception-lgpl-2.1,true
LicenseRef-scancode-qlogic-microcode,scancode:LicenseRef-scancode-qlogic-microcode,true
LicenseRef-scancode-qlogic-microcode,spdx:LicenseRef-scancode-qlogic-microcode,true
LicenseRef-scancode-qlogic-microcode,QLogic Microcode,true
LicenseRef-scancode-qlogic-microcode,metaeffekt:QLogic Microcode,true
LicenseRef-scancode-qlogic-microcode,scancode:QLogic Microcode,true
LicenseRef-scancode-qlogic-microcode,qlogic-microcode,true
LicenseRef-scancode-qlogic-microcode,metaeffekt:QLogic-Microcode,true
LicenseRef-scancode-qlogic-microcode,scancode:qlogic-microcode,true
LicenseRef-scancode-qlogic-firmware,scancode:LicenseRef-scancode-qlogic-firmware,true
LicenseRef-scancode-qlogic-firmware,spdx:LicenseRef-scancode-qlogic-firmware,true
LicenseRef-scancode-qlogic-firmware,QLogic Firmware License,true
LicenseRef-scancode-qlogic-firmware,metaeffekt:QLogic Firmware License,true
LicenseRef-scancode-qlogic-firmware,scancode:QLogic Firmware License,true
LicenseRef-scancode-qlogic-firmware,qlogic-firmware,true
LicenseRef-scancode-qlogic-firmware,metaeffekt:QLogic-Firmware,true
LicenseRef-scancode-qlogic-firmware,scancode:qlogic-firmware,true
LicenseRef-scancode-qlogic-firmware,Firmware,false
LicenseRef-scancode-qlogic-firmware,QLogic Linux Intelligent Ethernet (3000 and 3100 Series) Adapter Firmware,false
LicenseRef-scancode-qcad-exception-gpl,scancode:LicenseRef-scancode-qcad-exception-gpl,true
LicenseRef-scancode-qcad-exception-gpl,spdx:LicenseRef-scancode-qcad-exception-gpl,true
LicenseRef-scancode-qcad-exception-gpl,QCAD Exception to GPL,true
LicenseRef-scancode-qcad-exception-gpl,scancode:QCAD Exception to GPL,true
LicenseRef-scancode-qcad-exception-gpl,qcad-exception-gpl,true
LicenseRef-scancode-qcad-exception-gpl,scancode:qcad-exception-gpl,true
LicenseRef-scancode-qca-technology,scancode:LicenseRef-scancode-qca-technology,true
LicenseRef-scancode-qca-technology,spdx:LicenseRef-scancode-qca-technology,true
LicenseRef-scancode-qca-technology,QCA Technology License,true
LicenseRef-scancode-qca-technology,scancode:QCA Technology License,true
LicenseRef-scancode-qca-technology,qca-technology,true
LicenseRef-scancode-qca-technology,scancode:qca-technology,true
LicenseRef-scancode-qca-technology,Qualcomm Atheros Technology License,true
LicenseRef-scancode-qca-technology,metaeffekt:Qualcomm Atheros Technology License,true
LicenseRef-scancode-qca-technology,scancode:Qualcomm Atheros Technology License,true
LicenseRef-scancode-qca-technology,Qualcomm-Atheros-Technology,true
LicenseRef-scancode-qca-technology,metaeffekt:Qualcomm-Atheros-Technology,true
LicenseRef-scancode-qca-linux-firmware,scancode:LicenseRef-scancode-qca-linux-firmware,true
LicenseRef-scancode-qca-linux-firmware,spdx:LicenseRef-scancode-qca-linux-firmware,true
LicenseRef-scancode-qca-linux-firmware,QCA Linux Firmware License,true
LicenseRef-scancode-qca-linux-firmware,scancode:QCA Linux Firmware License,true
LicenseRef-scancode-qca-linux-firmware,qca-linux-firmware,true
LicenseRef-scancode-qca-linux-firmware,scancode:qca-linux-firmware,true
LicenseRef-scancode-qaplug,scancode:LicenseRef-scancode-qaplug,true
LicenseRef-scancode-qaplug,spdx:LicenseRef-scancode-qaplug,true
LicenseRef-scancode-qaplug,qaplug,true
LicenseRef-scancode-qaplug,metaeffekt:QAPlug,true
LicenseRef-scancode-qaplug,scancode:qaplug,true
LicenseRef-scancode-qaplug,QAPlug License,true
LicenseRef-scancode-qaplug,metaeffekt:QAPlug License,true
LicenseRef-scancode-qaplug,scancode:QAPlug License,true
LicenseRef-scancode-python-cwi,scancode:LicenseRef-scancode-python-cwi,true
LicenseRef-scancode-python-cwi,spdx:LicenseRef-scancode-python-cwi,true
LicenseRef-scancode-python-cwi,Python CWI License,true
LicenseRef-scancode-python-cwi,scancode:Python CWI License,true
LicenseRef-scancode-python-cwi,Python CWI License Agreement,true
LicenseRef-scancode-python-cwi,scancode:Python CWI License Agreement,true
LicenseRef-scancode-python-cwi,python-cwi,true
LicenseRef-scancode-python-cwi,scancode:python-cwi,true
LicenseRef-scancode-pycrypto,scancode:LicenseRef-scancode-pycrypto,true
LicenseRef-scancode-pycrypto,spdx:LicenseRef-scancode-pycrypto,true
LicenseRef-scancode-pycrypto,pycrypto,true
LicenseRef-scancode-pycrypto,metaeffekt:PyCrypto,true
LicenseRef-scancode-pycrypto,scancode:pycrypto,true
LicenseRef-scancode-pycrypto,PyCrypto License,true
LicenseRef-scancode-pycrypto,metaeffekt:PyCrypto License,true
LicenseRef-scancode-pycrypto,scancode:PyCrypto License,true
LicenseRef-scancode-pybench,scancode:LicenseRef-scancode-pybench,true
LicenseRef-scancode-pybench,spdx:LicenseRef-scancode-pybench,true
LicenseRef-scancode-pybench,pybench,true
LicenseRef-scancode-pybench,scancode:pybench,true
LicenseRef-scancode-pybench,pybench License,true
LicenseRef-scancode-pybench,hitachi:pybench License,true
LicenseRef-scancode-pybench,scancode:pybench License,true
LicenseRef-scancode-public-domain-disclaimer,scancode:LicenseRef-scancode-public-domain-disclaimer,true
LicenseRef-scancode-public-domain-disclaimer,spdx:LicenseRef-scancode-public-domain-disclaimer,true
LicenseRef-scancode-public-domain-disclaimer,Public Domain Disclaimer,true
LicenseRef-scancode-public-domain-disclaimer,scancode:Public Domain Disclaimer,true
LicenseRef-scancode-public-domain-disclaimer,public-domain-disclaimer,true
LicenseRef-scancode-public-domain-disclaimer,scancode:public-domain-disclaimer,true
LicenseRef-scancode-psytec-freesoft,scancode:LicenseRef-scancode-psytec-freesoft,true
LicenseRef-scancode-psytec-freesoft,spdx:LicenseRef-scancode-psytec-freesoft,true
LicenseRef-scancode-psytec-freesoft,Psytec Free Software License,true
LicenseRef-scancode-psytec-freesoft,metaeffekt:Psytec Free Software License,true
LicenseRef-scancode-psytec-freesoft,scancode:Psytec Free Software License,true
LicenseRef-scancode-psytec-freesoft,psytec-freesoft,true
LicenseRef-scancode-psytec-freesoft,metaeffekt:Psytec-FreeSoft,true
LicenseRef-scancode-psytec-freesoft,scancode:psytec-freesoft,true
LicenseRef-scancode-psytec-freesoft,・本ソフトウェアの配布は自由です。 ・ソースコードの一部または全部の使用、及び改変しての使用を認めます。 ・ソースコードを使用する際に弊社に許可を求める必要はなく、また弊社名の記載も不要です。,false
LicenseRef-scancode-psf-3.7.2,scancode:LicenseRef-scancode-psf-3.7.2,true
LicenseRef-scancode-psf-3.7.2,spdx:LicenseRef-scancode-psf-3.7.2,true
LicenseRef-scancode-psf-3.7.2,PSF License Agreement for Python 3.7.2,true
LicenseRef-scancode-psf-3.7.2,metaeffekt:PSF License Agreement for Python 3.7.2,true
LicenseRef-scancode-psf-3.7.2,scancode:PSF License Agreement for Python 3.7.2,true
LicenseRef-scancode-psf-3.7.2,PSF Python License 3.7.2,true
LicenseRef-scancode-psf-3.7.2,scancode:PSF Python License 3.7.2,true
LicenseRef-scancode-psf-3.7.2,psf-3.7.2,true
LicenseRef-scancode-psf-3.7.2,metaeffekt:PSF-3.7.2,true
LicenseRef-scancode-psf-3.7.2,scancode:psf-3.7.2,true
LicenseRef-scancode-psf-3.7.2,PSF License Agreement for Python,false
Font Display Exception,metaeffekt:Font Display Exception,true
Font Display Exception,Font-Display-Exception,true
Font Display Exception,metaeffekt:Font-Display-Exception,true
Font Display Exception,ps-or-pdf-font-exception-20170817,true
Font Display Exception,fossology:PS-or-PDF-font-exception-20170817,true
Font Display Exception,scancode:ps-or-pdf-font-exception-20170817,true
Font Display Exception,spdx:PS-or-PDF-font-exception-20170817,true
Font Display Exception,PS/PDF font exception (2017-08-17),true
Font Display Exception,spdx:PS/PDF font exception (2017-08-17),true
LicenseRef-scancode-protobuf,scancode:LicenseRef-scancode-protobuf,true
LicenseRef-scancode-protobuf,spdx:LicenseRef-scancode-protobuf,true
LicenseRef-scancode-protobuf,protobuf,true
LicenseRef-scancode-protobuf,scancode:protobuf,true
LicenseRef-scancode-protobuf,Protobuf License,true
LicenseRef-scancode-protobuf,scancode:Protobuf License,true
LicenseRef-scancode-prosperity-3.0,scancode:LicenseRef-scancode-prosperity-3.0,true
LicenseRef-scancode-prosperity-3.0,spdx:LicenseRef-scancode-prosperity-3.0,true
LicenseRef-scancode-prosperity-3.0,Prosperity Public License 3.0,true
LicenseRef-scancode-prosperity-3.0,metaeffekt:Prosperity Public License 3.0,true
LicenseRef-scancode-prosperity-3.0,scancode:Prosperity Public License 3.0,true
LicenseRef-scancode-prosperity-3.0,prosperity-3.0,true
LicenseRef-scancode-prosperity-3.0,metaeffekt:Prosperity-3.0,true
LicenseRef-scancode-prosperity-3.0,scancode:prosperity-3.0,true
LicenseRef-scancode-prosperity-3.0,The Prosperity Public License 3.0,true
LicenseRef-scancode-prosperity-3.0,scancode:The Prosperity Public License 3.0,true
LicenseRef-scancode-prosperity-3.0,Prosperity Public License,false
LicenseRef-scancode-prosperity-2.0,scancode:LicenseRef-scancode-prosperity-2.0,true
LicenseRef-scancode-prosperity-2.0,spdx:LicenseRef-scancode-prosperity-2.0,true
LicenseRef-scancode-prosperity-2.0,Prosperity Public License 2.0,true
LicenseRef-scancode-prosperity-2.0,metaeffekt:Prosperity Public License 2.0,true
LicenseRef-scancode-prosperity-2.0,scancode:Prosperity Public License 2.0,true
LicenseRef-scancode-prosperity-2.0,prosperity-2.0,true
LicenseRef-scancode-prosperity-2.0,metaeffekt:Prosperity-2.0,true
LicenseRef-scancode-prosperity-2.0,scancode:prosperity-2.0,true
LicenseRef-scancode-prosperity-2.0,The Prosperity Public License 2.0,true
LicenseRef-scancode-prosperity-2.0,scancode:The Prosperity Public License 2.0,true
LicenseRef-scancode-prosperity-2.0,Prosperity Public License,false
LicenseRef-scancode-prosperity-1.0.1,scancode:LicenseRef-scancode-prosperity-1.0.1,true
LicenseRef-scancode-prosperity-1.0.1,spdx:LicenseRef-scancode-prosperity-1.0.1,true
LicenseRef-scancode-prosperity-1.0.1,Prosperity Public License 1.0.1,true
LicenseRef-scancode-prosperity-1.0.1,metaeffekt:Prosperity Public License 1.0.1,true
LicenseRef-scancode-prosperity-1.0.1,scancode:Prosperity Public License 1.0.1,true
LicenseRef-scancode-prosperity-1.0.1,prosperity-1.0.1,true
LicenseRef-scancode-prosperity-1.0.1,metaeffekt:Prosperity-1.0.1,true
LicenseRef-scancode-prosperity-1.0.1,scancode:prosperity-1.0.1,true
LicenseRef-scancode-prosperity-1.0.1,The Prosperity Public License 1.0.1,true
LicenseRef-scancode-prosperity-1.0.1,scancode:The Prosperity Public License 1.0.1,true
LicenseRef-scancode-prosperity-1.0.1,Prosperity Public License,false
proprietary,scancode:proprietary,true
LicenseRef-LICENSE,scancode:LicenseRef-LICENSE,true
LicenseRef-LICENSE,LicenseRef-LICENSE.md,true
LicenseRef-LICENSE,scancode:LicenseRef-LICENSE.md,true
LicenseRef-LICENSE,LicenseRef-scancode-proprietary-license,true
LicenseRef-LICENSE,scancode:LicenseRef-scancode-proprietary-license,true
LicenseRef-LICENSE,spdx:LicenseRef-scancode-proprietary-license,true
LicenseRef-LICENSE,Proprietary License,true
LicenseRef-LICENSE,scancode:Proprietary License,true
LicenseRef-LICENSE,proprietary-license,true
LicenseRef-LICENSE,scancode:proprietary-license,true
LicenseRef-scancode-proguard-exception-2.0,scancode:LicenseRef-scancode-proguard-exception-2.0,true
LicenseRef-scancode-proguard-exception-2.0,spdx:LicenseRef-scancode-proguard-exception-2.0,true
LicenseRef-scancode-proguard-exception-2.0,ProGuard exception to GPL 2.0,true
LicenseRef-scancode-proguard-exception-2.0,scancode:ProGuard exception to GPL 2.0,true
LicenseRef-scancode-proguard-exception-2.0,proguard-exception-2.0,true
LicenseRef-scancode-proguard-exception-2.0,scancode:proguard-exception-2.0,true
LicenseRef-scancode-proconx-modbus-rev4,scancode:LicenseRef-scancode-proconx-modbus-rev4,true
LicenseRef-scancode-proconx-modbus-rev4,spdx:LicenseRef-scancode-proconx-modbus-rev4,true
LicenseRef-scancode-proconx-modbus-rev4,proconX Modbus Driver License rev4,true
LicenseRef-scancode-proconx-modbus-rev4,scancode:proconX Modbus Driver License rev4,true
LicenseRef-scancode-proconx-modbus-rev4,proconx-modbus-rev4,true
LicenseRef-scancode-proconx-modbus-rev4,scancode:proconx-modbus-rev4,true
