lfc,names,ambiguousNames
Metaeffekt Universe,"[""AMD-PT"",""AMD Permission""]",[]
Metaeffekt Universe,"[""AMD-RL"",""AMD Redistribution""]","[""AMD Redistribution""]"
Metaeffekt Universe,"[""AMSFonts"",""AMSFonts License""]","[""ams-fonts"",""scancode:ams-fonts""]"
Metaeffekt Universe,"[""Amazon-Redshift-JDBC"",""Amazon Redshift JDBC Driver License Agreement""]","[""Amazon Redshift JDBC Driver License Agreement"",""scancode:amazon-redshift-jdbc""]"
Metaeffekt Universe,"[""Amazon-SL"",""Amazon Software License""]","[""http://aws.amazon.com/asl/"",""Amazon Software License"",""scancode:amazon-sl""]"
Metaeffekt Universe,"[""Android-SDK-Preview"",""Android SDK Preview License Agreement""]","[""Android SDK Preview License Agreement"",""scancode:android-sdk-preview-2015""]"
Metaeffekt Universe,"[""Android-SDK-2009"",""Android Software Development Kit License Agreement 2009""]","[""scancode:android-sdk-2009""]"
Metaeffekt Universe,"[""Android-SDK-2012"",""Android Software Development Kit License Agreement 2012""]","[""scancode:android-sdk-2012""]"
Metaeffekt Universe,"[""Android-SDK-2015"",""Android Software Development Kit License Agreement 2015""]","[""scancode:android-sdk-license""]"
Metaeffekt Universe,"[""Anti-996-1.0"",""Anti 996 License 1.0 (draft)""]","[""\""Anti 996\"" License Version 1.0"",""scancode:996-icu-1.0""]"
Metaeffekt Universe,"[""ABRMS"",""Anyone But Richard Stallman License""]","[""The 'Anyone But Richard M Stallman' license"",""scancode:abrms""]"
Metaeffekt Universe,"[""Apache-2.0-LLVM"",""Apache 2.0 (with LLVM exception)""]","[""is under the Apache License v2.0 with LLVM Exceptions"",""Apache-2.0 with LLVM exception"",""Apache 2.0 License with LLVM exceptions""]"
Metaeffekt Universe,"[""Apache-2.0-Linking-Exception"",""Apache 2.0 Linking Exception""]","[""Apache 2.0 with Linking Exception"",""scancode:apache-2.0-linking-exception"",""scancode:compuphase-linking-exception""]"
Metaeffekt Universe,"[""Apache-Due-Credit"",""Apache Due Credit Variant""]","[""apache-due-credit"",""scancode:apache-due-credit""]"
Metaeffekt Universe,"[""Apache"",""Apache License (undefined)""]","[""Apache LICENSE"",""Apache License"",""Apache Software Licenese"",""Apache Software License"",""Apache Software Licenses"",""Apache license"",""Apache Licence"",""ASL"",""Apache Software Licensegradlew, Version 2.0"",""Apache Public License""]"
Metaeffekt Universe,"[""Appfire-EULA"",""Appfire EULA""]","[""appfire-eula"",""scancode:appfire-eula""]"
Metaeffekt Universe,"[""Apple-Attribution-1997"",""Apple Attribution License 1997""]","[""apple-attribution-1997"",""scancode:apple-attribution-1997""]"
Metaeffekt Universe,"[""Apple-Attribution"",""Apple Attribution License""]","[""apple-attribution"",""scancode:apple-attribution""]"
Metaeffekt Universe,"[""ACDL-1.0"",""Apple Common Documentation License 1.0""]","[""http://fedoraproject.org/wiki/Licensing/Common_Documentation_License"",""Apple Common Documentation License v1.0"",""scancode:acdl-1.0""]"
Metaeffekt Universe,"[""Apple-ExCL"",""Apple Example Code License""]","[""apple-excl"",""scancode:apple-excl""]"
Metaeffekt Universe,"[""Apple-MFi"",""Apple MFi License""]","[""Apple MFi License"",""scancode:apple-mfi-license""]"
Metaeffekt Universe,"[""Apple-MPEG-4"",""Apple MPEG-4 License""]","[""apple-mpeg-4"",""scancode:apple-mpeg-4""]"
Metaeffekt Universe,"[""Apple-Quicktime"",""Apple Quicktime License""]","[""http://store.apple.com/Catalog/US/Images/quicktime.html"",""scancode:quicktime""]"
Metaeffekt Universe,"[""Apple-SSCL"",""Apple Sample Source Code License""]","[""apple-sscl"",""scancode:apple-sscl""]"
Metaeffekt Universe,"[""San-Francisco-Font"",""Apple San Francisco Font License""]","[""san-francisco-font"",""scancode:san-francisco-font""]"
Metaeffekt Universe,"[""Apple-Squeak"",""Apple Squeak License""]","[""http://squeak.org/SqueakLicense/"",""Apple Computer, Inc. Software License"",""scancode:squeak""]"
Metaeffekt Universe,"[""Apple-iTunes"",""Apple iTunes License""]","[""http://images.apple.com/legal/sla/docs/itunes.pdf"",""scancode:itunes""]"
Metaeffekt Universe,"[""Aptana-Exception-3.0"",""Aptana Exception 3.0""]","[""Appcelerator GPL Exception"",""Section 7 Exception"",""scancode:aptana-exception-3.0""]"
Metaeffekt Universe,"[""Aptana-1.0"",""Aptana Public License 1.0""]","[""http://aptana.com/legal/apl/"",""scancode:aptana-1.0""]"
Metaeffekt Universe,"[""ARM-Cortex-Mx"",""ARM Cortex-Mx Proprietary""]","[""arm-cortex-mx"",""scancode:arm-cortex-mx""]"
Metaeffekt Universe,"[""ARM-LLVM-SGA"",""ARM LLVM Software Grant License Agreement""]","[""arm-llvm-sga"",""scancode:arm-llvm-sga""]"
Metaeffekt Universe,"[""Aravindan-Premkumar"",""Aravindan Premkumar Licenase""]","[""aravindan-premkumar"",""scancode:aravindan-premkumar""]"
Metaeffekt Universe,"[""ArgoUML"",""ArgoUML License""]","[""scancode:argouml""]"
Metaeffekt Universe,"[""Arphic"",""Arphic Public License""]","[""ARPHIC PUBLIC LICENSE"",""\25991\40718\20844\20247\25480\26435\20070"",""\25991\40718\20844\30526\25480\27402\26360"",""scancode:arphic-public""]"
Metaeffekt Universe,"[""Artistic-Input-Method"",""Array Input Method Public License""]","[""Array Input Method Public License"",""scancode:array-input-method-pl""]"
Metaeffekt Universe,"[""Artistic-?"",""Artistic License (undefined)""]","[""Artistic License"",""Artistic license"",""you can redistribute it and/or modify it under the same terms as Perl itself""]"
Metaeffekt Universe,"[""Artistic-1.0+"",""Artistic License 1.0 (or any later version)""]","[""Perl Artistic License, version 1 or later""]"
Metaeffekt Universe,"[""Artistic-2.0-beta4"",""Artistic License 2.0 beta4""]","[""Artistic License Version 2.0beta4""]"
Metaeffekt Universe,"[""ASLP"",""Artop Software License (preparatory development)""]","[""aslp"",""Artop Software License for Preparatory Development"",""scancode:aslp""]"
Metaeffekt Universe,"[""Artop-Software"",""Artop Software License""]","[""Artop Software License Based on AUTOSAR Released Material"",""scancode:aslr""]"
Metaeffekt Universe,"[""ASMUS"",""ASMUS License""]","[""http://home.ix.netcom.com/~asmus-inc/index.html"",""asmus license"",""scancode:asmus""]"
Metaeffekt Universe,"[""ASN1"",""ASN.1 Object Dumping Code License""]","[""ASN.1 Object Dumping Code License"",""scancode:asn1""]"
Metaeffekt Universe,"[""ATI-EULA"",""ATI Software End User License Agreement""]","[""http://www.amd.com/us/pages/amdhomepage.aspx"",""ati-eula"",""scancode:ati-eula""]"
Metaeffekt Universe,"[""Atheros-Firmware"",""Atheros Firmware License (with limited patent license)""]","[""Atheros Firmware License (with limited patent license)""]"
Metaeffekt Universe,"[""ADGLA"",""Atlassian Design Guidelines License Agreement""]","[""Atlassian Design Guidelines License Agreement""]"
Metaeffekt Universe,"[""Atlassian-Marketplace-ToU"",""Atlassian Marketplace Terms of Use""]","[""Atlassian Marketplace Terms of Use"",""scancode:atlassian-marketplace-tou""]"
Metaeffekt Universe,"[""Atmel-EULA"",""Atmel End User License""]","[""Atmel's End User License""]"
Metaeffekt Universe,"[""Atmel-Firmware-Microcode"",""Atmel Firmware License (Microcode)""]","[""Atmel Firmware License (Microcode)"",""scancode:atmel-firmware""]"
Metaeffekt Universe,"[""Atmel-Firmware"",""Atmel Firmware License""]","[""Atmel Firmware License""]"
Metaeffekt Universe,"[""Atmosphere-0.4"",""Atmosphere Software License 0.4""]","[""Atmosphere Software License Version 0.4"",""scancode:atmosphere-0.4""]"
Metaeffekt Universe,"[""ANU"",""Australian National University License""]","[""http://www.panasonic.net/pcc/support/pbx/docs/freeware_header.txt"",""anu-license"",""scancode:anu-license""]"
Metaeffekt Universe,"[""OZPLB-1.0"",""Australian Public License B 1.0""]","[""http://www.ok-labs.com/licenses"",""Australian Public Licence B Version 1.0"",""Australian Public Licence B Version 1-0"",""OZPLB Licence"",""scancode:ozplb-1.0""]"
Metaeffekt Universe,"[""AutoOpts-Exception-2.0"",""AutoOpts Exception GPL 2.0""]","[""autoopts-exception-2.0"",""scancode:autoopts-exception-2.0""]"
Metaeffekt Universe,"[""Autoconf-Exception-2.0-Var001"",""Autoconf Exception 2.0 Var001""]",[]
Metaeffekt Universe,"[""Autoconf-exception-2.0"",""Autoconf Exception 2.0"",""Autoconf-Exception-2.0""]","[""scancode:autoconf-exception-2.0""]"
Metaeffekt Universe,"[""Autoconf-Exception-3.0-Var001"",""Autoconf Exception 3.0 Var001""]","[""scancode:autoconf-simple-exception""]"
Metaeffekt Universe,"[""Autoconf-exception-3.0"",""Autoconf Exception 3.0"",""Autoconf-Exception-3.0""]","[""scancode:autoconf-exception-3.0""]"
Metaeffekt Universe,"[""Autoconf-Exception"",""Autoconf Exception""]","[""Autoconf Exception"",""Autoconf-Exception"",""autoconf-exception""]"
Metaeffekt Universe,"[""Autoconf-Macro-Exception"",""Autoconf Macro Exception""]","[""Autoconf Macro Exception"",""Autoconf-Macro-Exception"",""autoconf-macro-exception"",""scancode:autoconf-macro-exception""]"
Metaeffekt Universe,"[""Autoconf-Simple-Exception-2.0"",""Autoconf Simple Exception 2.0""]","[""autoconf-simple-exception-2.0"",""scancode:autoconf-simple-exception-2.0""]"
Metaeffekt Universe,"[""Autoit-EULA"",""Autoit EULA""]","[""autoit-eula"",""https://www.autoitscript.com/site/autoit/"",""scancode:autoit-eula""]"
Metaeffekt Universe,"[""Avisynth-C-Interface-Exception"",""Avisynth C Interface Exception""]","[""Avisynth C Interface Exception"",""scancode:avisynth-c-interface-exception""]"
Metaeffekt Universe,"[""Avisynth-Linking-Exception"",""Avisynth Linking Exception""]","[""avisynth-linking-exception"",""scancode:avisynth-linking-exception""]"
Metaeffekt Universe,"[""AWV-Notice"",""AWV e.V. Notice""]","[""ZUGFeRD Datenformats""]"
Metaeffekt Universe,"[""BaKoMa-Fonts-1995"",""BaKoMa Fonts Licence 1995""]","[""BaKoMa Fonts Licence 1995"",""scancode:bakoma-fonts-1995""]"
Metaeffekt Universe,"[""Baekmuk-Fonts"",""Baekmuk Fonts License""]","[""baekmuk-fonts"",""scancode:baekmuk-fonts""]"
Metaeffekt Universe,"[""Bash-gpl"",""Bash Exception (to GPL)""]","[""scancode:bash-exception-gpl""]"
Metaeffekt Universe,"[""BEA-2.1"",""BEA Public License 2.1""]","[""bea-2.1"",""scancode:bea-2.1""]"
Metaeffekt Universe,"[""BeOpen-Python-1.0"",""BeOpen Python Open Source License Agreement 1.0""]","[""BEOPEN PYTHON OPEN SOURCE LICENSE AGREEMENT VERSION 1"",""BEOPEN.COM LICENSE AGREEMENT FOR PYTHON 2.0""]"
Metaeffekt Universe,"[""Beal-Screamer"",""Beal Screamer License""]","[""beal-screamer"",""License by \""Beal Screamer\"""",""scancode:beal-screamer""]"
Metaeffekt Universe,"[""Bellcore"",""Bellcore License""]","[""Bellcore License""]"
Metaeffekt Universe,"[""BigDigits"",""BigDigits License""]","[""http://www.di-mgt.com.au/bigdigitsCopyright.txt"",""scancode:bigdigits""]"
Metaeffekt Universe,"[""Luxi"",""Bigelow & Holmes Luxi Fonts License""]","[""scancode:luxi""]"
Metaeffekt Universe,"[""Biopython"",""Biopython License Agreement""]","[""http://www.biopython.org/DIST/LICENSE"",""biopython license"",""scancode:biopython""]"
Metaeffekt Universe,"[""Bison-Exception-2.0"",""Bison Exception 2.0""]","[""bison-exception-2.0"",""scancode:bison-exception-2.0""]"
Metaeffekt Universe,"[""Bison-exception-2.2"",""Bison Exception 2.2"",""Bison-Exception-2.2""]","[""BISON-EXCEPTION"",""BISON EXCEPTION"",""BISON Exception"",""Bison-exception-2.2"",""scancode:bison-exception-2.2""]"
Metaeffekt Universe,"[""BitTorrent-EULA"",""BitTorrent End User License Agreement (EULA)""]","[""bittorrent-eula"",""scancode:bittorrent-eula""]"
Metaeffekt Universe,"[""BitTorrent-1.2"",""BitTorrent Open Source License 1.2""]","[""bittorrent-1.2"",""scancode:bittorrent-1.2""]"
Metaeffekt Universe,"[""Bitstream-Vera"",""Bitstream Vera License""]","[""Bitstream Vera License"",""scancode:bitstream""]"
Metaeffekt Universe,"[""Bitwarden-1.0"",""Bitwarden License 1.0""]","[""BITWARDEN LICENSE AGREEMENT Version 1"",""scancode:bitwarden-1.0""]"
Metaeffekt Universe,"[""BLAS-2017"",""BLAS License 2017""]","[""blas-2017"",""scancode:blas-2017""]"
Metaeffekt Universe,"[""Bloomberg-BLPAPI"",""Bloomberg BLPAPI License""]","[""bloomberg-blpapi"",""scancode:bloomberg-blpapi""]"
Metaeffekt Universe,"[""BOS-Bremen"",""BOS Bremen GmbH""]","[""BOS Bremen"",""BOS-Bremen"",""bos-bremen"",""bos_bremen"",""bremen online services"",""Bremen online services""]"
Metaeffekt Universe,"[""Bootloader-exception"",""Bootloader Distribution Exception"",""Bootloader-Distribution-Exception""]","[""scancode:bootloader-exception""]"
Metaeffekt Universe,"[""Biosl-4.0"",""Bosch Internal Open Source License 4.0""]","[""BIOSL v4"",""scancode:biosl-4.0""]"
Metaeffekt Universe,"[""BPEL4WS-Spec"",""BPEL4WS Specification License""]","[""bpel4ws-spec"",""BPEL4WS Specification license"",""http://dev2dev.bea.com/technologies/webservices/BPEL4WS.jsp"",""scancode:bpel4ws-spec""]"
Metaeffekt Universe,"[""bpmn-io"",""bpmn.io License""]","[""scancode:bpmn-io""]"
Metaeffekt Universe,"[""Brad-Martinez-VB-32"",""Brad Martinez VB-32 License""]","[""brad-martinez-vb-32"",""scancode:brad-martinez-vb-32""]"
Metaeffekt Universe,"[""Brian-Gladman-3-Clause"",""Brian Gladman 3-Clause License""]","[""brian-gladman-3-clause"",""scancode:brian-gladman-3-clause""]"
Metaeffekt Universe,"[""Brian-Gladman"",""Brian Gladman License""]","[""http://www.gladman.me.uk/AES"",""http://gladman.plushost.co.uk/oldsite/AES/aes-src-12-09-11.zip"",""brian-gladman"",""scancode:brian-gladman""]"
Metaeffekt Universe,"[""Broadcom-CFE"",""Broadcom CFE License""]","[""broadcom-cfe"",""scancode:broadcom-cfe""]"
Metaeffekt Universe,"[""Broadcom-Commercial"",""Broadcom Commercial Notice""]","[""broadcom-commercial"",""Confidential Property of Broadcom Corporation"",""scancode:broadcom-commercial""]"
Metaeffekt Universe,"[""Broadcom-Firmware"",""Broadcom Firmware Permission""]","[""Broadcom Firmware Permission""]"
Metaeffekt Universe,"[""Broadcom-Linking-Exception"",""Broadcom Linking Exception""]","[""broadcom-linking-unmodified"",""scancode:broadcom-linking-unmodified"",""scancode:broadcom-linking-exception-2.0""]"
Metaeffekt Universe,"[""Broadcom-Proprietary"",""Broadcom Proprietary""]","[""broadcom-confidential"",""Broadcom Confidential"",""scancode:broadcom-confidential""]"
Metaeffekt Universe,"[""Broadcom"",""Broadcom Software License Agreement""]","[""Broadcom Software License Agreement""]"
Metaeffekt Universe,"[""Broadcom-Standard-Terms"",""Broadcom Standard Terms""]","[""broadcom-standard-terms"",""scancode:broadcom-standard-terms""]"
Metaeffekt Universe,"[""Broadcom-Unpublished-Source"",""Broadcom Unpublished Source License""]","[""broadcom-unpublished-source"",""scancode:broadcom-unpublished-source""]"
Metaeffekt Universe,"[""Broadcom-WICED"",""Broadcom WICED Development Kit License Agreement""]","[""broadcom-wiced"",""scancode:broadcom-wiced""]"
Metaeffekt Universe,"[""Broadcom-Linux-Timer"",""Broadcom Warranty Disclaimer""]","[""broadcom-linux-timer"",""scancode:broadcom-linux-timer""]"
Metaeffekt Universe,"[""Broadleaf-Fair-Use"",""Broadleaf Fair Use License Agreement 1.0""]","[""broadleaf-fair-use"",""scancode:broadleaf-fair-use""]"
Metaeffekt Universe,"[""Brocade-Firmware"",""Brocade Firmware License""]","[""brocade-firmware"",""scancode:brocade-firmware""]"
Metaeffekt Universe,"[""BSD-?"",""BSD (undefined)""]","[""The license can be found at /usr/share/common-licenses/BSD"",""http://www.opensource.org/licenses/bsd-license.php""]"
Metaeffekt Universe,"[""BSD-1-Clause-Build"",""BSD 1-Clause Build System License""]","[""bsd-1-clause-build"",""scancode:bsd-1-clause-build""]"
Metaeffekt Universe,"[""BSD-1-Clause-Clear"",""BSD 1-Clause Clear License""]","[""BSD 1-Clause Clear License"",""scancode:clear-bsd-1-clause""]"
Metaeffekt Universe,"[""BSD-1-Clause-copyright"",""BSD 1-Clause License (copyright variant)""]","[""scancode:bsd-1-clause""]"
Metaeffekt Universe,"[""BSD-1-Clause-no-endorsement"",""BSD 1-Clause License (do not endorse)""]","[""BSD 1-Clause License (do not endorse)"",""scancode:bsd-top""]"
Metaeffekt Universe,"[""BSD-2-Clause-Intel"",""BSD 2-Clause License (Intel)""]","[""bsd-simplified-intel"",""scancode:bsd-simplified-intel""]"
Metaeffekt Universe,"[""BSD-2-Clause-copyright"",""BSD 2-Clause License (copyright variant)""]","[""scancode:bsd-2-clause-netbsd"",""scancode:bsd-2-clause-views"",""scancode:bsd-unchanged"",""scancode:bsd-unmodified"",""scancode:bsd-simplified-darwin""]"
Metaeffekt Universe,"[""BSD-2-Clause-no-disclaimer"",""BSD 2-Clause License (no disclaimer)""]","[""bsd-no-disclaimer"",""scancode:bsd-no-disclaimer""]"
Metaeffekt Universe,"[""BSD-2-Clause-no-modification-no-disclaimer"",""BSD 2-Clause License (no modification; no disclaimer)""]","[""bsd-no-disclaimer-unmodified"",""scancode:bsd-no-disclaimer-unmodified""]"
Metaeffekt Universe,"[""BSD-2-Clause-advertizing-var001"",""BSD 2-Clause License (with advertizing clause) var-001""]","[""scancode:bsd-2-clause-plus-advertizing""]"
Metaeffekt Universe,"[""BSD-2-Clause-advertizing"",""BSD 2-Clause License (with advertizing clause)""]","[""bsd-2-clause-plus-advertizing"",""scancode:bsd-2-clause-plus-advertizing"",""scancode:ttf2pt1""]"
Metaeffekt Universe,"[""BSD-2-Clause-001"",""BSD 2-Clause License Var001""]",[]
Metaeffekt Universe,"[""BSD-2-Clause-002"",""BSD 2-Clause License Var002""]",[]
Metaeffekt Universe,"[""BSD-2-Clause-003"",""BSD 2-Clause License Var003""]",[]
Metaeffekt Universe,"[""BSD-2-Clause-004"",""BSD 2-Clause License Var004""]","[""svndiff License"",""scancode:svndiff""]"
Metaeffekt Universe,"[""BSD-2-Clause-005"",""BSD 2-Clause License Var005""]",[]
Metaeffekt Universe,"[""BSD-2-Clause-006"",""BSD 2-Clause License Var006""]",[]
Metaeffekt Universe,"[""BSD-2-Clause-007"",""BSD 2-Clause License Var007""]","[""BSD 2-Clause License Var007"",""scancode:intel-bsd-2-clause""]"
Metaeffekt Universe,"[""BSD-2-Clause-008"",""BSD 2-Clause License Var008""]",[]
Metaeffekt Universe,"[""BSD-2-Clause-Patent-copyright"",""BSD 2-Clause Patent License (copyright variant)""]",[]
Metaeffekt Universe,"[""BSD-3-Clause-Clear-copyright-variant"",""BSD 3-Clause Clear License (copyright variant)""]","[""scancode:clear-bsd""]"
Metaeffekt Universe,"[""BSD-Atmel"",""BSD 3-Clause License (Atmel)""]","[""bsd-atmel"",""scancode:bsd-atmel""]"
Metaeffekt Universe,"[""BSD-Axis"",""BSD 3-Clause License (Axis)""]","[""bsd-axis"",""scancode:bsd-axis""]"
Metaeffekt Universe,"[""EDL-1.0"",""BSD 3-Clause License (Eclipse Distribution)""]","[""Eclipse Distribution License, Version 1.0"",""Eclipse Distribution License (EDL), Version 1.0"",""Eclipse Distribution License - Version 1.0"",""Eclipse Distribution License - v 1.0"",""Eclipse Distribution License v. 1.0"",""Eclipse Distribution License v1.0"",""Eclipse Distribution License (New BSD License)"",""EDL-1"",""EDL 1.0""]"
